title,typename,copyright,view,danmaku,reply,favorite,coin,share,like,name,mid,date
【马龙】【国乒】世界上第一可爱的奶龙,运动,1,1038,12,6,37,8,11,2,傅七,4695016,1472101302
【迈阿密热线2】困难难度第23关S RANK,单机游戏,1,480,4,5,4,4,4,3,夹克鸡,8130992,1472101336
【MMD阿松】松合集组合,MMD·3D,2,1471,147,18,207,14,18,5,铃木浅羽,460555,1472101295
[熟悉味道] P4 工业振兴,单机游戏,1,51,0,0,1,0,1,0,天空里的天空123,27539286,1472101267
两两相忘,影视剪辑,1,2263,4,2,40,23,30,10,街边捡个二傻子,14470027,1472101098
【木鱼微剧场】《叛逆的鲁鲁修》（Part 4）,综合,1,293542,1414,547,2347,2345,349,1673,木鱼水心,927587,1472101376
【汤姆戴利2012年5月3日】Trampoline Training & Tricks,运动,2,59,0,0,2,0,1,1,JGroff,17801692,1472101360
煎饼艺术之可爱的小蜗牛,美食制作,2,1202,15,4,42,1,5,1,网红穿衣搭配,29117990,1472101352
棒冰的眼泪，看看棒冰融化是什么样子的,美食制作,1,881,17,7,10,0,6,2,魔都食鉴局,34791741,1472101364
【双球】MY双球,明星,1,916,9,9,34,10,9,2,猫阿猫,3554007,1472101405
Otamalone 夜来香,演奏,1,2794,20,8,32,35,50,22,闷骚孩子,4896672,1472101357
用《浮诛》打开苏苏,影视剪辑,1,768,15,5,21,4,23,5,潇湘雨陌,8532291,1472101408
【新边城浪子】武侠 流星蝴蝶剑MV,影视剪辑,1,3184,61,31,72,51,27,16,TM-Network,39256733,1472101412
【中国结】绶带结教程,手工,1,4698,2,6,384,12,16,15,一火绒草一,2206394,1472101407
【速通】MF The Confused Seasons 1-2速通（358单位通关）【花生工作室】,单机游戏,1,49,7,1,1,1,2,2,冥の归,35032690,1472101183
第一发纲吉,电子竞技,1,44,1,2,1,4,2,0,Blackのleaf,23097045,1472101212
魔性第三弹【启月日常调情篇】,影视剪辑,1,3922,41,11,94,18,18,5,迷铃蕊芯,14312040,1472101264
【ゆいはん&Shimada】暧昧,明星,1,910,2,11,18,3,7,4,紫昶曲殇,28766420,1472101216
QQ飞车滑轮：莫言大大长城樱花瞬跑法~,网络游戏,1,527,2,9,4,9,17,2,蝶祁厶,3062824,1472101348
300英雄伊莎无限超神击杀剪辑【前面部分是黑】,电子竞技,1,994,11,32,6,11,3,0,奥兹人柱力,11624395,1472101384
2012年 许昕相关比赛 （不定期补）,运动,1,342,0,0,54,4,12,0,一不小心把心丢了,9105658,1472101394
8秒跑完四分之一英里，换装三菱4G63的本田S2000,汽车,2,1938,5,4,18,0,14,3,卞老板,1739643,1472101401
GTA5 民兵系列支线任务流程2,单机游戏,1,217,0,2,1,0,3,3,千戸さん,25197276,1472101822
【焦恩俊】花教主cut35,影视剪辑,2,5995,599,14,109,10,13,32,胡七胡八bibi,11380019,1472101866
超级马里奥世界最短路径通关,单机游戏,1,366,3,4,4,1,13,1,马里奥Player,32372256,1472101838
【生肉】《下野紘的几乎初次见面1》预告+PV+后台+反省会合集,官方延伸,2,2739,76,10,209,10,12,7,コン酱,10035038,1472102053
【森水垚】英雄时刻 - 英雄联盟同人原创音乐PV,原创音乐,1,11488,144,50,493,154,109,17,森水垚,18081221,1472102174
【初音ミク】Longest Rider【ロンゲスト】,VOCALOID·UTAU,2,66,1,1,2,0,2,0,chckbl,387718,1472102137
啪啪啪被孩子撞到怎么化解尴尬,日常,1,11795,222,129,90,21,48,15,橙果医生,23822191,1472101916
【韩孝周】Anytime 天国的邮递员OST,明星,2,844,3,0,9,1,3,0,林恩景,10764628,1472102006
儒风毒姐 暖玉生烟,网络游戏,1,2218,6,3,39,20,24,1,800米大长刀,9900380,1472102016
【苏醒】【裂哥】小醒醒的微博日常,明星,1,542,17,6,18,20,25,6,陋室浮尘,25486435,1472102063
麒盛刺客信条3流程实况半攻略#5,单机游戏,1,34,0,0,1,0,4,0,麒盛_Guan,15263276,1472101995
【木木实况】爱丽丝的疯狂回归丨P4.短小的一集,单机游戏,1,112,0,1,1,1,6,0,逐渐不务正业的叶长存,9031513,1472101871
青春 「青空呐喊」予告 2016,影视剪辑,2,663,4,2,3,0,3,1,泡泡麟麟,24124453,1472102125
周二珂-我的歌声里,翻唱,1,8277,30,14,97,21,18,6,俺是红领巾,36810628,1472101867
【Kis-My-Ft2】 10万元,综艺,2,3318,29,12,121,20,11,9,绯梦迷离,23298467,1516082708
另一版本的紫衣人之死【FNAF】,单机游戏,2,72685,106,39,357,12,62,127,是NPC,9736159,1472102086
“物理小王子”教你什么叫造桥！！《桥梁构造者》初体验娱乐实况,单机游戏,1,169,3,0,1,4,5,2,小萝卜特Tony,24790448,1472102173
疯子不能火箭跳？那就飞吧！,单机游戏,1,254,3,2,1,0,6,0,Nirmehr,29220442,1472101812
假猪6红眼艰难黑雾,网络游戏,1,399,0,9,0,0,3,0,超高校级の呆呆鹅,3062870,1472102217
德国三号坦克-German War Files - Panzer III Medium Tanks【生肉】,军事,2,308,0,1,24,1,11,4,Harpoc,5692488,1472102005
【预告片】Arrival.降临.中英双语字幕 (2016)【冰冰字幕组双语听译】,影视剪辑,2,2266,14,9,30,11,41,2,噗噗大表哥,2923807,1472102162
【T-ara N4】--田园日记剧情版MV 附花絮,明星,1,6998,102,17,320,21,32,64,Cheung_Lullaby,3472528,1472101981
生化危机4重置版全收集物章节4-3 地下战斗 勇往直后 矿车战争,单机游戏,1,375,1,2,1,0,12,0,GeorgeLocke乔老板,7478265,1472101938
林宥嘉 - 没用的伞,音乐综合,2,3072,25,26,111,34,66,15,深见洋贵,18229788,1472102172
【同人音声】是时候给弟弟洗个头了（成功脱离纯黑本体）,音乐综合,1,6611,7,52,78,50,16,27,阿先Tuw,38904544,1472101829
2016柯尼塞格大巡游 Koenigsegg 2016 Owners Tour,野生技术协会,2,336,2,1,17,2,2,0,喜欢扎马尾辫的女孩,38337343,1472102175
四月是你的谎言 - 最強MAD,MAD·AMV,2,180,3,1,3,0,1,0,不得了啦,1987326,1472102228
【BLACKPINK中文网】BLACKPINK - BLACKPINK BEHIND THE SCENES中字,明星,1,13693,143,30,268,22,29,29,BLACKPINK中文网,36861785,1472102052
[艾尔之光韩服]10-6索雷斯的要塞副本团刷,网络游戏,2,19234,784,363,150,26,269,16,akisimon,423873,1472102070
我们不能帮助他。。。【FNAF】【测试版】,单机游戏,2,1508,56,7,71,5,7,1,是NPC,9736159,1472101895
【郑秀妍】私服标杆Jesscia温暖笑容点亮街拍,服饰,2,2849,33,3,71,7,10,6,郑秀妍の大卡吹,30092227,1472101927
简单点，作图的方式简单点,单机游戏,1,275,6,8,1,3,4,0,乱射只是技能名,10747642,1472102083
战国FAN 06 番外篇 勇气,国产动画,1,152728,2396,347,51,294,50,20,战国FAN官方,28435187,1472101944
【汤姆戴利2012年5月10日】Dry Board Training & Tricks,日常,2,33,0,0,1,0,6,0,JGroff,17801692,1472102126
【单曲】幻想四季,音乐综合,1,275,4,9,20,14,3,0,东方幼灵梦,5340276,1472101890
综漫合成音乐,音乐综合,1,46,0,0,2,2,6,1,果阳吖,28206449,1472102031
《军事纪实》鼓角争鸣朱日和（二）,社科人文,2,509,11,4,2,1,1,0,77的,1641496,1472102187
混沌武士蜜汁rap,综合,2,2324,3,2,14,5,39,9,采蘑菇的汉尼拔,17408681,1472102003
【 python从入门到放弃】05：函数,校园学习,1,671,9,5,20,8,5,2,软件那些事儿,25576041,1472102089
赵丽颖诛仙青云志碧瑶单人暖春,影视剪辑,1,13449,366,52,375,292,59,96,胖颖飞刀,16979033,1472102189
【08-25】10大悲催的汽车事故,汽车,2,27760,402,26,189,19,35,2,全球事故大合集,25241343,1472102013
将手伸入喵星人嘴里时,喵星人,1,20326,65,79,100,17,26,1,锡山杜氏,2115818,1472101944
本田VTEC  红头K20A 扩缸2400CC 直喉 调教 思域EG6装车,汽车,2,6964,27,6,57,1,12,7,卞老板,1739643,1472101892
【BMS】★23 %E3%83%96%E3%83%B3%...  ～Falling in 'B' mix～ (EXPER,音游,2,254,0,0,6,5,12,0,IAは俺の嫁,7485470,1472102234
（刀子翻唱）一半   薛之谦,翻唱,1,557,4,3,1,9,13,1,好神奇的刀子,32635260,1472102131
〖点老师手帐养成记〗基础胶带消耗法 - 胶带拼贴字母 Hobo Aug.20-21,手工,1,2487,7,7,56,12,8,3,点老师,6210277,1472102021
FNAF【FOXY的歌曲】【啥？】,单机游戏,2,581,4,4,22,2,5,2,是NPC,9736159,1472102045
【油管搬运】这个滑板可以有（线控电动滑板）,野生技术协会,2,1862,35,11,29,2,6,1,引火虫,693840,1472102034
【米坷垃】《OUTLAST》逃生ep.1 快速过关的本子哲学少年,单机游戏,1,140,31,2,2,12,18,0,米坷垃,11416221,1472102042
【熟肉字幕/Rosa x Mero英文翻唱版】and I'm home,翻唱,1,3111,10,24,96,37,20,34,岁月常歌,19699095,1472102257
【花花翻唱】忽然之间[我又不务正业了],翻唱,1,444,15,45,8,52,8,0,一口一朵花,2179873,1472102412
【V狗蛋出品】《Dishonored羞辱》DLC顿沃之锋Ω作死实况③巨浪汹涌,单机游戏,1,127,2,3,3,14,5,0,Vitas·Grylls,564871,1472102396
陈若轩cut 醉青春,影视剪辑,1,2790,253,29,102,31,10,9,褪色风车,37044319,1472102338
武器终于毕业！速刷1-5,网络游戏,1,176,2,3,1,2,3,0,_祈焰,18348972,1472102289
【游戏】送三只小羊回家1,单机游戏,1,1044,18,8,11,11,14,13,世界の文明,11939845,1472102358
【草履Xi】BEE STRONG （中韩字幕）- Beenzino,明星,1,549,0,1,19,2,14,8,草履xi,5090352,1472102511
【声优替换】如果把艾米莉亚的台词换成惠惠的会出现什么情况？,综合,2,1,0,0,1,0,5,0,表格君,306085,1472102270
【日本美术留学】2016多摩美术大学视觉传达学科色彩【平面】构成【设计】课题~入試再現【6H制作】,野生技术协会,2,1490,3,9,62,4,12,7,二十五号同学,1563858,1472102430
岛国超人气可口可乐“断片儿水“居然这么有创意（配中文字幕）,日常,2,6074,50,18,75,5,34,1,婲臂哪吒,9286666,1472102510
【程序猿帮帮忙】为什么她出国就能吃到“人体盛”？,日常,1,719,0,0,3,1,15,1,程序猿丶星球,15062337,1472102496
【广播剧】个人古风BG广播剧《帝皇书》第二期预告,动态漫·广播剧,1,340,0,0,4,4,12,4,苏九烬,31354701,1472102556
【OSU太鼓】挑战自我极限----塞满了也要打~！,音游,1,414,17,37,2,4,4,1,-爱丽丝丶威震天-,4754146,1472102609
反抗绝望的赌博 【Re：从零开始的异世界生活第一季混剪】,MAD·AMV,1,539,1,3,4,4,10,2,火烤菠萝皇堡,16871401,1472102395
『EGO字幕组』160820 AKB48 SHOW! SKE48 - 金之爱，银之爱+短剧,明星,2,4012,61,8,106,30,18,8,和田玛雅,4029734,1472102578
winner 首尔,明星,1,123,0,0,1,0,3,0,sophie95jy,17899093,1472102553
【守望先锋】1块钱特效！韩国玩家自制真人版游戏全场最佳！,电子竞技,2,0,0,0,0,0,2,0,南郡法师,32098803,1472102553
联盟前夕剧情(英文语音),网络游戏,1,230,1,1,2,2,2,0,阿库拉格娜,5951126,1472102244
【凯千/千凯千/夏谌】[修炼爱情下篇] 没了你 我把哭当成了笑（前方高虐 慎点）,明星,1,9328,158,52,341,59,42,48,颜值爆表的伊落酱,12767209,1472102287
sei说微胖没好处，微胖的宝宝更长寿，微胖是zhui好的身材！,社科人文,1,711,8,4,14,10,27,4,人民医学,26709183,1472102320
【赛车发动机】三菱EVO，4G63发动机赛车化改装，技师组装视频,汽车,2,26077,117,6,363,16,65,73,卞老板,1739643,1472102386
【MAD/野良神/治愈向】坚持的意义,MAD·AMV,1,205,8,1,5,6,9,1,灵魂独唱,4299411,1472102347
【使命召唤4】最后的完结,单机游戏,1,77,0,0,1,0,7,0,团子丨丨丨,25821419,1472102286
【CODOL】生存模式日常 第四期,网络游戏,1,30,0,2,2,0,3,0,卍辉煌·荣耀卐,11314202,1472102388
杰诺斯的极乐净土,MMD·3D,1,1037,120,16,53,52,22,7,邪眼lylca,11062571,1472102265
[人魚的旋律]到夢想所在之處 五種語言,音乐综合,1,1586,10,5,33,2,7,5,滑舌矯正醫院院長十和,32146897,1472102520
【普罗科菲耶夫】灰姑娘 Cinderella (Maguy Marin编舞),舞蹈综合,2,2885,55,19,241,24,27,12,OriginLab,2173411,1472102571
铲屎官教你如何挑逗一只暴躁的喵星人,喵星人,1,8783,60,34,64,12,21,1,锡山杜氏,2115818,1472102370
【Rou'S】然后是最后一页/完整版首翻,宅舞,1,11040,315,150,416,391,139,24,RouS才不是肉丝儿,19354173,1472102479
当你被 路霸 - 马可 勾住之后的感受  _(:3」∠)_ 守望先锋,电子竞技,2,41687,445,144,261,24,41,0,M.Scarlet,381738,1472102291
Sneaker修炼手册：姐姐教你用女盆友的方式打开跑鞋,运动,1,1701,2,1,10,0,3,3,玩酷主义,37792409,1472102546
【鬼畜素材】亮甲广告,日常,2,14952,6,11,116,3,112,40,東海夠難閑,27252866,1472102577
"英雄聯盟韩服最強王者的對決第392期- Sangyoon, Cuzz, Haru",电子竞技,2,8380,48223,43,36,45,19,0,TAKERA,477132,1472102629
汤圆MCPE｛神域｝P!神兵斯巴达登场,单机游戏,1,30,2,1,1,2,4,0,糖汤圆tty,27007653,1472102542
[极乐净土]言和与嫣汐，特效duang duang duang,MMD·3D,1,579,67,11,26,22,19,2,fe小鱼,27033287,1472102545
巫师3狂猎 阴吹思婷的BUG,单机游戏,1,176,0,1,1,2,2,1,thx-HANK,12393542,1472102469
『SCOOP!』予告2016 福山雅治,影视剪辑,2,401,0,4,2,3,8,1,泡泡麟麟,24124453,1472102618
【GOT7】 VINES 搞基成员人物特点解剖合集（为什么是这样的爱豆？？慎点）,明星,2,13183,1122,62,1506,66,56,3,AnnQin1001,12882203,1472102674
Martin Garrix feat. Bebe Rexha - In the Name of Love【中英1080p,音乐综合,2,28826,296,86,902,121,138,255,KoKaine,484703,1472102651
笑崩了！史上最没节操的肥料广告！！！,短片,2,30490,100,42,190,26,146,10,自渡之i,26395839,1472102670
马自达 转子发动机跑车 RX-8 视频用户手册 随车DVD 中文翻译,汽车,2,3644,24,5,150,15,35,21,卞老板,1739643,1472102687
【MineCraft】我的建筑日记P1 什么？大佬来帮忙？,单机游戏,1,117,3,8,1,10,6,0,瑞氏艺术,2116599,1472102685
【MMD】[桜ミク]樱花之下送君时，一寸春心逐折枝[极乐净土],MMD·3D,1,308,10,12,14,26,14,0,東_風_,4520816,1472102702
文豪野广播 #11,官方延伸,2,769,2,2,79,2,10,3,一百七十,281935,1472102731
【LOVERED搬运】ASMR 斯洛伐克语小故事 来自easyASMR,其他,2,81,0,7,7,2,6,0,LOVERED草莓,13555363,1472102695
【治愈向/多素材/AMV】你的微笑 是我最珍贵的宝物,MAD·AMV,1,590,10,13,24,13,15,2,微光下的笑容,28703134,1472102710
【Electro Dance】Loony Boy vs D-Masta PURE FREESTYLE,街舞,2,244,2,4,2,0,2,0,菊花几度闻,10406384,1472102762
坑爹哥解说 无人深空No Man's Sky实况故事P6-漫无目的的鬼混,单机游戏,1,1339,17,8,9,5,18,8,风一样的坑爹哥668,32726554,1472102773
【Black Pink】 BEHIND THE SCENES #001 中字,明星,2,50162,369,60,547,29,68,18,不胜寒,12077992,1472102738
卧槽！一个不杀系列 耻辱/羞辱/Dishonored低混乱流程2,单机游戏,1,378,5,1,4,5,2,0,哎哟怎么又被发现了,3271161,1472102793
Besiege 命令与征服：将军 RAH-66 科曼奇直升机 By Shade,单机游戏,2,4300,59,21,65,10,10,8,覅是,2242884,1472102836
Street Fighter VSMARK,单机游戏,1,132,0,0,4,0,1,0,Tamamoo,3623152,1472102837
幻想三国志凤凰誓娱乐流程解说 第五十五期 百玥牺牲了,单机游戏,1,87,2,2,1,0,12,0,东方小城CC,18399620,1472102868
【海绵宝宝】高能！洗脑神曲Rainbow tylenol！,鬼畜调教,1,26727,117,88,234,78,48,39,兔辈辈的賤人,30788005,1472102902
【晴瑶】小幸运,翻唱,1,993,63,5,5,22,8,3,晴瑶呀,11048091,1472102960
【老北】这是警察：25老崔又跑出来抢银行了,单机游戏,1,50,2,0,1,0,4,0,真森林木,4400476,1472102823
可爱定格动画《游戏结束》_高清,短片·手书·配音,2,109,1,0,4,4,2,2,帅癌晚期QAQ,21540103,1472102835
八分钟了解强打少年Bryce Harper,运动,2,1652,0,5,22,1,9,9,BabeBomber,11948796,1472102849
【BRICK&GLORY】招募截至日以及神秘嘉宾 with H ZETT M & DADDY,综艺,2,113,1,0,7,1,10,0,Kridlo,1779539,1472102917
牛人吃个雪糕嘛，有必要这么拽吗，各种猛兽宠物，老虎 狮子 黑豹 鹰,影视剪辑,2,697,3,5,20,0,23,1,慈航喵喵喵,34302386,1472102982
【卡卡】初投 橙光游戏解说  天歌，三生不负三世,单机游戏,1,528,0,2,4,2,10,4,魔法少女卡卡卡,39253622,1472102870
【汤姆戴利2012年5月17日】The Pool Training & Tricks,日常,2,33,0,0,1,0,2,0,JGroff,17801692,1472102966
（最新）海鸥半藏多拉多单排 PTR服,电子竞技,2,1379,28,8,4,3,4,0,Records丶,13212835,1472102953
我们时代的神经症人格八,野生技术协会,1,71,0,0,1,0,3,0,cdwanze,11658428,1472102907
搭高铁．游新北,社科人文,2,286,0,1,3,0,11,0,冬瓜糖炖汤,4752450,1472103023
Hurricane Bianca Official Trailer - YouTube [720p],影视剪辑,2,981,22,7,33,7,11,1,花生君jun,39259421,1472102988
晨风解说~！数码宝贝世界：新秩序 第十三期（上半部）,单机游戏,1,382,1,0,1,0,1,0,一缕晨风B,38287437,1472103003
《糗大啦》 20套路！乞丐是怎样发家致富的,短片·手书·配音,1,375,0,0,1,0,9,1,糗大啦动画,34185607,1472103006
vlog 3 重庆,日常,1,59,0,0,1,0,3,0,饿了想次又,7012343,1472103005
【黑暗之魂3】翻滚流 战法莽过法王沙力万,单机游戏,1,230,0,0,1,4,5,1,sunyitao1108,38510981,1472102950
140622 THE SHOW - A (朴珍荣 focus) 只有35秒！秒秒帅到流泪！by JE REVE,明星,2,893,3,3,19,0,12,3,pjyisjyp,952099,1472102997
【剑网三MMD】大家一起来尬舞吧！,MMD·3D,1,23616,161,79,1001,122,98,13,CI乃马家,5963459,1472102774
【花少北】为什么我的房间有那么多奇怪的东西！！？,单机游戏,1,1779732,19520,3671,18380,35672,4452,37663,花少北丶,2206456,1472103058
【黄亘玛】入狱前的最后一个视频,单机游戏,1,88,0,1,4,2,2,0,Wataru黄亘玛,13615872,1472103016
2011年日本9.0地震发生时的游戏直播实况,网络游戏,2,253306,436,132,1367,54,220,1841,bili_2223445,2223445,1472103022
【BEAST】 Beautiful show 2016（哥哥们对我们一直很好  泪目）,明星,2,40056,1854,131,2661,241,144,128,一株仙草药,18855967,1472102743
手残联萌《百战天虫》爆笑集锦 中国BOY化身托比昂,单机游戏,1,348830,1469,668,2167,991,1042,2426,抽风Crazy,2728123,1472103097
【果鸟】当我唱起这首歌,人力VOCALOID,1,1847,27,26,42,32,18,3,Q大不流Q,25110619,1472103122
【老九门启红篇】军阀戏子，天生一对。,影视剪辑,1,1807,17,11,53,10,16,8,乔乔万尼,8199908,1472103077
【七弦】G.O.D.111-Stellar Notes 电吉他cover,演奏,2,345,3,1,9,1,6,0,索留香,25006545,1472103087
全场尴尬 迷之最佳,网络游戏,1,70,0,1,1,2,3,1,卖萌的阿尔宙斯,1525134,1472103091
300英雄桐人禁野solo,电子竞技,1,67,1,3,1,6,2,1,奇迹微风,15645396,1472102740
【架子鼓】BABYMETAL-红月 cover,演奏,2,572,3,6,14,8,12,2,索留香,25006545,1472102741
honey【GD.ver】,明星,1,2595,28,9,112,60,26,33,温柔1号,1721797,1472102750
【美国达人0824】菲尔普斯Michael Phelps亮相最新期美国达人,综艺,2,4536,32,6,34,8,15,5,Jackson0920,19255217,1472102804
【黒木x方木】让我来撕碎你的羽翼（自攻自受 精分 病娇 开车）,影视剪辑,1,2974,49,64,196,70,23,15,余少女承包商,2711609,1472103113
盈棚食品——川味美食DIY之酱爆花菜的制作方法,美食制作,1,333,0,1,14,1,2,1,精灵小食,33400615,1472102959
【jhlee0133】【BMS】overjoy ★★6  rank AA,音游,2,2485,3,4,11,7,8,7,IAは俺の嫁,7485470,1472102921
「B〤S」 我要摆脱悲伤。 「MEP」,MAD·AMV,2,7422,158,46,216,90,25,2,小鸟游天才,742692,1472102937
【全明星伴奏】butterfly（阿姨压一压）,鬼畜调教,1,1565,9,10,14,3,11,6,英特尔公关金馆长,31353357,1472103134
【许昕】20160824直播 无主播cut//怼方博怼方博和怼方博,运动,1,101029,2125,162,1674,123,35,24,一只脐橙,2226470,1472103138
[懒人游戏室] 玛德智杖服务器的一天 #2钢钢钢,单机游戏,1,1134,32,19,2,48,9,3,Jason_张哲铭,2654769,1472103168
【安图双飞记】再见！阿拉德！,网络游戏,1,121,1,3,1,2,11,0,七鸢NA,8092251,1472103161
守望先锋：尽量不要笑,电子竞技,2,5621,117,10,115,11,21,6,lbv,750873,1472103135
【回歸預熱】滿屏都是崔珉豪！軍裝Everybody現場亂剪（混剪）,明星,1,4751,87,6,164,15,19,5,MeowFaintly,32682723,1472103190
【宁泽涛】澡堂歌手的暴风rap,运动,1,1039,22,6,16,6,4,1,昵称不好取_,19607162,1472103175
【食玩】章鱼小丸子,美食制作,1,2077,33,16,17,6,14,1,TayliMacy,7685545,1472103178
麒盛刺客信条3流程实况半攻略#6,单机游戏,1,28,1,0,1,0,3,0,麒盛_Guan,15263276,1472103208
【結月ゆかり】想要传达的事【クイナ】,VOCALOID·UTAU,2,80,1,2,11,1,7,0,chckbl,387718,1472103214
【音乐小剧场】最惨告白 我这么帅你不爱我却爱我舅,搞笑,1,473,4,2,5,1,6,0,段五岁,7207020,1472103229
九分钟了解新科MVP—Josh Donaldson,运动,2,728,2,3,5,1,1,3,BabeBomber,11948796,1472103247
[神迹字幕] Urban Zakapa Thursday Night  (feat. Beenzino) MV中韩字幕,明星,2,1002,6,3,22,12,11,5,神迹出品,13336014,1472103220
【黑马公社269】用Vlookup函数实现等级匹配,手机平板,1,1399,7,2,84,17,6,1,黑马公社,18104053,1472103373
【MMD】我的初音未来会发光,MMD·3D,1,164,3,3,4,2,5,1,silkers,18777579,1472103153
【剑网mmd】你们这群妖艳的贱货,MMD·3D,1,1140,12,13,33,8,2,0,禅木蝶左,4572180,1472103397
【机曳play】今天妈妈不在家，智障父子嗨起来！！,单机游戏,1,575,0,4,3,8,11,1,机曳Joyer,5515631,1472103369
HSI姐贵　稍微唱一下　其之贰,日常,2,113,2,2,14,0,8,0,翡翠色的绯翠,2425761,1472103327
【叔叔说第四期】博士后男子竟然跟小姐抢生意……,搞笑,1,103,0,0,1,0,12,0,叔叔说UncleSay,35771289,1472103282
祭情：好想忘记。。你（秒5）,MAD·AMV,1,284,3,3,10,2,10,1,月如凉泣,32533361,1472103314
"B.A.P YOUNG,WILD&FREE二倍速练习室版",明星舞蹈,1,476,25,2,12,2,7,0,郑大贤的baby,13583344,1472103325
登机松手！于高空纵情一跃,运动,1,29,0,0,1,0,4,0,奥地利红牛,31696186,1472103393
《激战2》Vaanss 戰士 Astralarium v.8 - WvW Roaming,网络游戏,1,1622,12,8,17,7,24,1,Einzbern7542,1473995,1472103374
剑网三【花海】2016.8.25外观博主发海点评七周年外观,网络游戏,1,3894,200,8,35,12,14,2,花海骑士团,32672710,1472103467
【圣斗士柯基座】星矢：像我这么帅的一般都是主角,手机游戏,1,112,0,0,1,0,2,1,吃藕柯基,31677522,1472103452
【张艺兴】12年的小甜豆,明星,1,6144,258,50,528,86,37,146,茶走加冰,17419945,1472103463
