title,typename,copyright,view,danmaku,reply,favorite,coin,share,like,name,mid,date
【喜兰】喜兰大宝宝不想下班～,大熊猫,2,3739,34,6,53,5,4,6,二兰子的哈喇子ww,15707280,1467629058
居然被翻盘？！Dopa人马惨遭团灭,电子竞技,1,99,0,2,1,0,2,0,虎牙Dopa,28454426,1467628987
【金风】泰拉瑞亚5（肉山）,单机游戏,1,79,0,1,3,8,2,3,金风小疯,8278756,1467628951
二宫和也,影视剪辑,1,521,2,4,12,2,9,0,臉紅的热忱,13744032,1467628911
麦克雷秘制三杀,电子竞技,1,202,2,5,3,10,1,1,Google-_,1613000,1467628984
【肯尼】Goliath歌利亚 P10 钢铁绞肉机,单机游戏,1,773,5,7,11,13,4,14,机智的肯尼,3822341,1467628990
【咔影影像】卡兰德企业宣传视频,日常,1,109,0,0,3,1,5,0,roamme,30203014,1467629051
去吧！皮卡丘！！,手办·模玩,2,840,4,3,32,7,9,1,头陀五爷,27646607,1467628998
300英雄神奇7娃可惜对面就5个,电子竞技,1,132,1,2,0,0,2,0,乄把妹手,12680652,1467629017
东流—瓜瓜、buing酱【御声嘲风翻唱部出品】,翻唱,1,148,4,4,6,13,3,0,Wuli_buing酱,4509314,1467628909
【BGM替】哪吒传奇,影视剪辑,1,308,2,0,1,0,5,3,叶慎之,2367195,1467629040
【具具】冒险岛好友记（二周目）——Chapter3:校医希拉和体育老师麦格纳斯,网络游戏,1,172,4,1,4,4,2,2,痴汉具儿,16495940,1467629152
【Penbeat】Staer dash,演奏,1,228,24,12,1,7,13,0,一只路过的小鸡,33588771,1467628901
【YUKIri】演员,翻唱,1,473220,5107,2471,6852,10467,1184,771,YUKIri,512480,1467629280
看门狗实况6,单机游戏,1,15,0,0,0,0,3,0,糖球君123,30447967,1467629180
日语五十音篇-第五课,校园学习,1,1059,39,13,73,15,8,2,小美日语之丫丫小分队,19509098,1467629040
失落沙洲——eliza&henry,影视剪辑,1,440,0,2,9,8,16,5,quietdays,15506210,1467629284
【个人向】韩国男爱豆颜值排行TOP 30,明星,1,12147,2291,81,146,5,12,5,明天又是另外一天了,27168715,1467629180
MC鬼畜之手机铃声Ringtone,鬼畜调教,1,3961,65,24,87,29,46,7,若离又在打电动,32657989,1467629237
【洞箫】演奏 《晚霞》,演奏,1,10379,73,59,197,248,58,145,那只肥羊,10184480,1467628953
【杨洋】＆背影,明星,1,868,18,2,23,4,12,1,阿渺有点甜,15472106,1467629153
giligili eye白井一分钟鬼畜,综合,1,1788,18,3,17,6,6,1,天纵剑歌,33238885,1467629060
【肯尼】SOMA 活体脑细胞P8 狗屎怪物站在路口不让走,单机游戏,1,462,23,13,5,17,4,19,机智的肯尼,3822341,1467628937
VID_20160624_221524炫舞时代,音游,1,32,1,0,0,0,15,0,520的Ta,5481768,1467629146
【十四】孑然妒火（不一样的耳机福利，撩一发）,翻唱,1,18276,2286,237,789,759,81,46,__十小四__,13358446,1467629419
【りせる】翡翠之镇,翻唱,2,84,0,4,6,1,5,0,如月第一可爱,3465637,1467629409
天刀小乐伶之东京不太热,网络游戏,1,344,7,17,3,12,7,0,乐溪OL,19221429,1467629414
『兒時回憶』《自動勝利Let's Fight》粵語詞翻唱 【DS】【貴族】 『Butterfly』,翻唱,1,502,2,4,3,14,16,17,DS-Channel,28484507,1467629427
尖椒皮蛋 Hot peppers Century egg[by 點Cook Guide],美食制作,2,0,0,0,0,0,0,0,米马河木桶猪脚,18448622,1467629266
【style dance TV】E-girls- Strawberry舞蹈教程　,舞蹈教程,2,1575,1,0,109,6,16,7,諾里,12431022,1467628968
★三色蛋 一 簡單做法 ★ _ Steamed Three Colour Eggs Easy Recipe,美食制作,2,0,0,0,0,0,0,0,米马河木桶猪脚,18448622,1467628946
<个人向>盘点韩国声音好听又有辨识度的爱豆top5,明星,1,3428,274,24,50,10,7,2,Zzzzz-D,8091557,1467628973
雷电DX入门模式,单机游戏,1,404,1,1,3,9,7,2,Rosatou,33944730,1467628982
欲于辉夜城起舞{六人ver}.,宅舞,1,1904,43,17,23,42,34,3,僕光宅舞社,20788024,1467629306
【VG.R VS Ehome#BO5】西瓦幽鬼 DOTA2 TI6中国区预选,电子竞技,2,856,5,3,3,1,5,0,su_nine,7549596,1467628973
绿色兵团无伤速通解说,单机游戏,1,3015,110,19,10,50,8,16,飞鸟与婕拉,30158890,1467629317
【柊野久徒】E-girls-STRAWBERRY 舞蹈教程,舞蹈教程,2,898,2,0,50,3,6,7,諾里,12431022,1467629298
欢亿购徐若丝推荐 Ben的整人计划全集爷爷的生日蛋糕（中文字幕）,搞笑,1,0,0,0,0,0,2,0,欢亿购徐若丝,33496801,1467629103
小包子：【守望先锋】基友开黑日记12，52杀翻盘虐泉！,电子竞技,2,43,0,0,0,0,0,0,艳雨如琳,21297131,1467628984
保卫萝卜3码头19关金萝卜完美通关,手机游戏,1,253,8,0,0,4,9,0,小春来子,8632198,1467629083
【style dance TV】Flower-溫柔滿溢 舞蹈教程,舞蹈教程,2,1598,1,1,37,1,8,1,諾里,12431022,1467629133
[艾尔之光韩服]冥王3v3对战(SSS),网络游戏,2,1346,57,38,13,4,12,0,akisimon,423873,1467629132
swordigo P1.01,手机游戏,1,118,0,0,0,4,4,2,黑化战五渣,7390393,1467629253
保卫萝卜3码头20关金萝卜完美通关,手机游戏,1,323,0,0,0,0,2,0,小春来子,8632198,1467629346
怪物猎人p3Gcxns的狩猎日常(12),单机游戏,1,61,0,0,0,2,0,0,Gcxns,33310065,1467629444
【前面展望】信楽高原鐵道下行貴生川→信楽 ＳＫＲ２００形気動車,日常,2,64,0,0,4,0,5,0,shsido,498563,1467629360
TV GUITE连载2016年8月号拍摄making,明星,2,754,7,3,18,4,6,3,濑户小分队,33046656,1467629345
兔耳娘冒险 part.6,单机游戏,1,85,0,1,5,3,1,0,猫咪老师蹭得累,346052,1467629337
三阿几◎一款履带式轮椅的发明，开着它去哪都不用愁了！,野生技术协会,1,3331,30,9,43,4,17,5,时易1993,32930593,1467629145
猫和老鼠鬼畜配音02：妈妈你确定给我看的是猫和老鼠吗？（老鼠的麻烦）,综合,1,399307,8890,447,6372,4602,2214,181,滑音未来,7019628,1467629369
【日本铁道系列】名古屋车站新干线4连发！,社科人文,2,1085,4,8,11,4,9,3,黑刀红雪,27380750,1467629134
许魏洲- 慢慢走_安可 韩国演唱 高清,明星,2,5624,97,8,189,14,40,59,ruonannan,9047182,1467629448
【pandapia】20150704-20160704萌兰成长照片集,大熊猫,2,3240,34,8,114,27,15,3,如儿两个字太短,139451,1467629444
【妆师】LES beiges_昼夜辐射健康的光泽&微博@妆师,美妆,2,351,2,0,6,0,7,0,妆师,26316820,1467629459
【Ailee】121123 给你看 音乐银行Live,明星,2,11195,39,8,186,11,26,20,YEricaY,12529097,1467629489
【次元说#2】还你一个2倍高清的老婆 - 图片无损（伪）放大黑科技,野生技术协会,1,221731,2648,746,22516,12329,898,396,玉桜鸽王,916151,1467629518
【ICFS】INFINITE《Julia》『那夏2』【中韩字幕】,明星,2,2649,25,2,148,4,17,30,INFINITE无限中文首站,22077367,1467629483
高达怎么打  工资发不发,Mugen,1,202,1,1,0,0,3,0,雨夜中的那一抹温暖,19977916,1467629519
【pandapia】20151224庆小宝宝眨眼,大熊猫,2,5663,51,10,228,29,28,2,如儿两个字太短,139451,1467629538
伪五杀暴力小猴子的惜败,电子竞技,1,190,3,3,0,4,4,1,无敌萌仔,34156114,1467629543
【自制】那年夏天3—INFINITE 伪宣传片,明星,1,414,4,1,10,5,9,4,_chan_ge_,7582746,1467629596
【屎蛋说34】打破次元壁！,单机游戏,1,281565,2511,1037,860,1582,346,86,STN工作室,7349,1467629588
[APH/MAD] What shall I do ? (味音痴大法好+阿米生日快乐(^o^)/~),MAD·AMV,1,1395,18,8,77,10,8,1,白露后蒹葭,7433093,1467629666
国外漫展系列 Shumatsucon 2016 - CMV,日常,2,70,0,0,1,0,4,0,djsdbzs,435495,1467629685
【印象中国】福建·新罗 第九集,社科人文,2,241,3,0,10,1,6,2,朕心寒至极,8695982,1467629692
【2016陈晓吧生贺】《千般风月皆是你的表象》,明星,1,1749,78,18,66,49,10,4,陈晓吧视频组,88689,1467629801
元素魔道3拖17,网络游戏,1,82,0,1,0,1,0,0,乖巧伶璃,4991164,1467629785
【Gentleman-Shanghai】元首中国战场之金沙江路feat.雷军,鬼畜调教,1,12219,202,45,84,27,48,3,月下雪临s,8881085,1467629542
【中字】遠藤祐里香＆花守由美里的「悠悠校園！#1」,官方延伸,2,2809,107,24,233,49,21,39,鹿乃神樣,10164496,1467629807
值得购入的澳洲保健品推荐（女生篇）｜Aus healthy products｜IAMNINACN,美妆,1,21371,113,47,392,58,51,79,GetReadyWithNina,28335187,1467629529
【魔法雷霆】=CExF=惨惨惨系拯救者【醉饭SAMA】 非洲酋长顶级房碾压导弹车,网络游戏,1,987,8,3,6,12,2,0,排骨猪SkeletonPigKing,413528,1467629531
danger,明星,2,377,1,0,15,0,3,0,bangyeong,22536552,1467629711
董小飒：潘森吸血鬼上单 20160629,电子竞技,1,135,0,1,1,0,3,0,王者短视频,28868540,1467629943
Code:HARDCORE 宣传片 v1.5,单机游戏,1,4810,40,36,52,92,35,8,火箭拳,28376947,1467629957
Yo！人生-大学生放假在家，一言不合就被骂,搞笑,1,278,0,0,1,0,0,1,毕格剧场,31629060,1467629924
金X没眼看了系列1,搞笑,1,120,0,1,3,2,6,2,禅阿弗莱克,14835760,1467629961
我老婆太美，你们看完后可得给钱呀！,MAD·AMV,1,737,44,5,19,1,3,0,无限的中二病王冠,34184815,1467629937
你见过这么sexy的崔荣宰吗,明星,1,5726,54,14,222,15,21,52,半夏雨巫,25382650,1467629771
深圳湾创业广场合伙人论坛暨合伙人面对面第六期,日常,1,92,0,0,0,0,2,0,UU影业,29935067,1467629831
斗破苍穹 第137集（作者：天蚕土豆）,日常,1,292,0,0,5,0,8,1,掌云小说,30780211,1467629702
杀手4：血钱 最高难度攻略解说 02 葡萄美酒的好日子,单机游戏,1,4731,102,24,36,96,11,17,W_____u,2050107,1467629688
【朴宰范】160702 SHINE Festival表演 骄傲的绿孔雀(?) 1P,明星,2,646,1,0,25,3,4,0,科科科科科科__,14540195,1467629853
【广播生肉】爆音少女!!RADIO 丽奈和立花子的放课后full throttle!!第13回,官方延伸,2,89,0,0,4,0,3,0,莲见时雨,735947,1467629785
【MMD】 Lamb - 俄版 【弱音女神】,MMD·3D,2,865,7,8,123,5,13,1,我选择丝袜和狗带,4275170,1467629674
GOT7 -FOLLOW ME+BAMBAM有谦粤语,明星,1,593,0,1,8,0,5,1,baekdo,4814431,1467629804
【每日一囧】哈哈妹子眼睛都看直了 真的有这么巨大吗,搞笑,2,4691,10,3,18,4,23,15,朕心寒至极,8695982,1467629916
「ZEALER | Tips」按下快门 处处都是唐人街,搞笑,1,8727,116,42,69,35,16,0,ZEALER官方频道,8482768,1467629909
【防弹少年团】【国旻】Are You Gonna Kiss Me Or Not,明星,2,1725,31,2,126,6,8,5,YEricaY,12529097,1467629668
芜湖神：送货上门 谢谢了20160703,电子竞技,1,79,0,0,0,0,5,0,王者短视频,28868540,1467629587
【Peter hollens】阿卡贝拉翻唱see you again,翻唱,1,0,0,0,0,0,3,0,FreddieM,10269501,1467629644
安叔安立奎Enrique Iglesias经典热单BAILANDO吉他独奏版,演奏,2,1548,1,9,46,5,16,5,死亡诗约,32878287,1467629772
300英雄残废之球BUG提交！,电子竞技,1,278,3,3,3,3,4,0,罪嚣宫乐,13550089,1467629617
【无声的解说，有声的游戏】Minecraft1.8.1版第一期  前三天的生活（城会玩啊）,单机游戏,1,65,0,5,0,8,12,0,传说中的小秋,15199352,1467629813
【守望先锋】天梯菜比爬坑记 1,电子竞技,1,1079,59,10,2,32,7,22,凤起青云解说,2117827,1467629841
【高音质/收藏向】那些年让我们铭记在心的治愈歌曲,音乐综合,1,5387,379,93,266,157,26,7,樱花树下丶古河渚,13570012,1467630574
假面骑士Amazons TV版新拍摄OP主题曲 Armour Zone,特摄,2,2600,13,8,21,2,20,5,叔老湿,23350594,1467630462
娱乐剧情向动作游戏忍者之刃007：隧道中的试炼，找回我的忍术,单机游戏,1,106,2,0,0,0,4,0,进击的狮鹫,14993712,1467630725
【音泉特别版】想和佐仓做的大西 #13,官方延伸,2,868,1,3,18,3,5,0,一百七十,281935,1467630722
【非官方】大笑看到MC幻想乡摄影比赛第三名 SatoriChayn VS yhzj,单机游戏,1,151,0,13,3,0,6,0,邵大笑,7880491,1467630822
【谷阿莫】11分鐘看完460分鐘的日劇《我的恐怖妻子》,影视杂谈,1,1703757,6569,3120,4709,3884,3592,5348,谷阿莫,8578857,1467630819
【金风】泰拉瑞亚6（机械吞噬者）,单机游戏,1,399,0,0,2,6,3,7,金风小疯,8278756,1467630571
大黃蜂,音游,1,26,0,0,0,0,4,0,hank0977,32603763,1467630487
